2 2209.59670559 3889.95200029 4685.49693679 5031.51297841
4 1736.27698253 3329.51359158 4828.14191131 6066.40508625
11 2033.9386377 3945.59118818 5736.69392108 7266.60812788
21 2003.2828757 3886.66701791 5658.58165696 7268.3673297
51 2185.08909711 4239.94062046 6200.75889298 7962.1856721
101 1781.9872347 4327.94016581 6343.03683031 8180.73608436
151 2257.57827291 4386.29350101 6417.96054725 8247.59852295
201 2269.1466437 4405.30485152 6444.24666116 8309.26515927
