2 7558.8 13418.2 16217.9 17391.7 11341.3
4 3304.25 6350.43 9224.57 11631.6 11341.3
11 2735.63 5321.23 7742.97 9826.67 11341.3
21 2480.52 4818.17 7017 9029.54 11341.3
51 2594.35 5033.91 7365.57 9469.54 11341.3
101 2128.63 5154.69 7552.82 9750.73 11341.3
151 2695.64 5237.22 7663.07 9863.92 11341.3
201 2727.62 5293.92 7745.13 10001.3 11341.3
