iterations residual
0   1.0000e+00
1   8.0663e-02
2   1.7333e-02
3   5.4968e-03
4   1.6504e-03
5   5.7883e-04
6   2.6758e-04
7   8.6267e-05
8   4.0921e-05
9   1.9222e-05
10   7.9723e-06
