  0  6.780500869347e-03 
  1  6.770423906866e-03 
  2  6.769547374603e-03 
  3  6.764492933595e-03 
  4  6.759522630557e-03 
  5  6.754641562732e-03 
  6  6.749503246355e-03 
  7  6.744550367528e-03 
  8  6.739391178309e-03 
  9  6.734242263835e-03 
 10  6.729147659089e-03 
 11  6.724009376919e-03 
 12  6.718811645075e-03 
 13  6.717948280300e-03 
 14  6.712476137645e-03 
 15  6.706615331004e-03 
 16  6.701353759534e-03 
 17  6.694897057787e-03 
 18  6.689541064469e-03 
 19  6.682052466806e-03 
 20  6.676664363892e-03 
 21  6.667877786829e-03 
 22  6.663544559368e-03 
 23  6.658123508145e-03 
 24  6.648429717393e-03 
 25  6.638835704955e-03 
 26  6.629545601477e-03 
 27  6.620244246577e-03 
 28  6.610764322495e-03 
