nproc 1 4 8 16 25 50 75 100
1 1075.4 1256.31 1297.31 1349.03 1359.18 1363.35 1361.59 1371.17 
4 3908.188 4675.32 4835.57 4934.36 4983.31 5035.93 5003.75 5071.78 
12 11323.143 13196.1 13631.33 13451.993 13688.514 14028.72 14220.37 14258.88 
24 12574.594 14309.296 14733.904 14913.64 15038.451 15097.618 15060.524 15088.782 
