nproc 1 4 8 16 25 50 75 100
1 1595.58 1819.97 1857.71 1855.74 1889.59 1883.22 1874.09 1878.67 
4 5935.36 6485.87 6810.48 6930.97 6963.74 6979.28 6920.7 6936.06 
12 17475.39 19009.0 19200.89 19474.09 19519.93 19312.49 19204.44 19301.66 
24 19692.227 20911.568 21472.331 21498.41 21395.058 20996.237 20843.868 20641.343 
