nproc 1 4 8 16 25 50 75 100
1 1651.5 2222.84 2358.14 2519.74 2559.76 2554.53 2537.98 2563.03 
4 6036.73 8183.71 8697.06 9196.13 9373.93 9361.06 9441.68 9501.93 
12 17465.13 22413.96 24429.4 25279.54 25439.08 25494.23 24500.26 25456.72 
24 19856.086 25821.998 32134.55 27156.62 27037.53 26220.09 29687.94 25677.687 
