nproc 1 4 8 16 25 50 75 100
1 1896.74 2001.78 2007.74 1992.12 2003.71 2006.82 1992.98 1998.28 
4 7109.33 7334.44 7158.19 7451.67 7453.13 7345.1 7384.07 7350.48 
12 20394.77 20721.07 20228.75 20673.66 20075.07 20382.79 20265.24 20635.68 
24 23599.428 23176.966 27348.228 22558.136 22525.375 21845.468 21603.143 21125.964 
