nproc 1 4 8 16 25 50 75 100
1 1449.64 1851.71 2124.63 2242.14 2273.52 2248.93 2281.19 2306.68 
4 5245.0 7197.31 7772.36 8158.28 8262.41 8428.12 8384.64 8380.18 
12 15441.939 20516.51 21896.82 23003.87 23264.4 23323.35 22675.97 22988.72 
24 16928.929 22346.781 23800.069 24209.239 24564.311 23927.021 23875.404 23727.337 
