nproc 1 4 8 16 25 50 75 100
1 1778.3 2458.56 2658.78 2790.3 2842.21 2904.48 2905.24 2887.29 
4 6537.42 8972.23 9790.64 10264.03 10442.81 10640.14 10669.5 10530.93 
12 18795.17 25490.89 26569.8 27205.91 27947.71 28218.48 26841.02 26917.83 
24 21344.234 28867.21 29884.98 29611.73 28203.18 27291.95 28357.07 25561.564 
